"hhid_village","hhid","group","variable","value"
"010A2","010A0235","Control","hh_35_",0.449926504584453
"010A3","010A0220","Control","hh_15_2",1.19694486174133
"010A3","010A0220","Control","hh_26_",-0.0754011615575371
"010A3","010A0220","Control","hh_27_",0.645189945698816
"010A3","010A0220","Control","hh_30_",-0.236806957811018
"010A3","010A0220","Control","hh_35_",0.14652115932388
"010A1","010A0290","Control","hh_15_2",2.89755041281387
"010A1","010A0290","Control","hh_26_",-0.883626437053067
"010A1","010A0290","Control","hh_27_",0.655151391836608
"010A1","010A0290","Control","hh_30_",2.85091893315305
"010A1","010A0290","Control","hh_35_",-0.232221369885053
"010A1","010A0289","Control","hh_15_2",1.71356711681923
"010A1","010A0289","Control","hh_26_",-1.17445605525575
"010A1","010A0289","Control","hh_27_",0.44967731780321
"010A1","010A0289","Control","hh_30_",-1.0488833021091
"010A1","010A0289","Control","hh_35_",-1.48149921394884
"010A3","010A028","Control","hh_15_2",-0.860094948640882
"010A3","010A028","Control","hh_26_",-1.04677301461104
"010A3","010A028","Control","hh_27_",-0.441222656125441
"010A3","010A028","Control","hh_30_",-0.878694080788212
"010A3","010A028","Control","hh_35_",-0.0123040606020631
"010A4","010A0220","Control","hh_15_2",0.684850202551021
"010A4","010A0220","Control","hh_26_",-0.923159852092892
"010A4","010A0220","Control","hh_27_",0.0921310282517578
"010A4","010A0220","Control","hh_30_",-2.03507633212781
"010A4","010A0220","Control","hh_35_",0.141689906691128
"010A5","010A0228","Control","hh_15_2",0.41612836749279
"010A5","010A0228","Control","hh_26_",-1.0676374742196
"010A5","010A0228","Control","hh_27_",0.545423457701086
"010A5","010A0228","Control","hh_30_",2.36140865628065
"010A5","010A0228","Control","hh_35_",0.123426530618704
"010A5","010A0255","Control","hh_15_2",-0.285265091188091
"010A5","010A0255","Control","hh_26_",2.69273828505322
"010A5","010A0255","Control","hh_27_",0.77148404195526
"010A5","010A0255","Control","hh_30_",0.430887737465091
"010A5","010A0255","Control","hh_35_",1.60788138593737
"010A5","010A0297","Control","hh_15_2",1.65037247931134
"010A5","010A0297","Control","hh_26_",-1.35409724181059
"010A5","010A0297","Control","hh_27_",0.697077201337864
"010A5","010A0297","Control","hh_30_",-0.510066161783778
"010A5","010A0297","Control","hh_35_",-0.458790255470984
"010A4","010A0256","Control","hh_15_2",-0.776384235025931
"010A4","010A0256","Control","hh_26_",-2.40755883879392
"010A4","010A0256","Control","hh_27_",0.811362497708503
"010A4","010A0256","Control","hh_30_",-0.864613582286798
"010A4","010A0256","Control","hh_35_",1.30018606532441
"010A2","010A0246","Control","hh_15_2",0.594136902871264
"010A2","010A0246","Control","hh_26_",-1.99689227341062
"010A2","010A0246","Control","hh_27_",-0.924794666201466
"010A2","010A0246","Control","hh_30_",1.36354603120987
"010A2","010A0246","Control","hh_35_",-0.525076098122791
"010A4","010A0285","Control","hh_15_2",-2.18849824257485
"010A4","010A0285","Control","hh_26_",3.19716624028451
"010A4","010A0285","Control","hh_27_",0.576558771951387
"010A4","010A0285","Control","hh_30_",-0.275499457885334
"010A4","010A0285","Control","hh_35_",2.32359442104836
"010A3","010A0256","Control","hh_15_2",1.98953089640133
"010A3","010A0256","Control","hh_26_",0.48033360126861
"010A3","010A0256","Control","hh_27_",-1.60254749067091
"010A3","010A0256","Control","hh_30_",-0.395356481595316
"010A3","010A0256","Control","hh_35_",0.31277591458134
"010A2","010A0298","Control","hh_15_2",-0.915943694675061
"010A2","010A0298","Control","hh_26_",-0.959186648385956
"010A2","010A0298","Control","hh_27_",-0.769074608870935
"010A2","010A0298","Control","hh_30_",-2.68350548200249
"010A2","010A0298","Control","hh_35_",1.531720342113
"010A1","010A0262","Control","hh_15_2",0.921606922714916
"010A1","010A0262","Control","hh_26_",-1.1872945751275
"010A1","010A0262","Control","hh_27_",-0.20353096703733
"010A1","010A0262","Control","hh_30_",-1.05911615191151
"010A1","010A0262","Control","hh_35_",0.661301088048746
"010A2","010A0269","Control","hh_15_2",-0.332906389068029
"010A2","010A0269","Control","hh_26_",1.2644959782619
"010A2","010A0269","Control","hh_27_",0.990354618499244
"010A2","010A0269","Control","hh_30_",-1.92817752259629
"010A2","010A0269","Control","hh_35_",-0.598283959656125
"010A3","010A0242","Control","hh_15_2",-1.28900731381911
"010A3","010A0242","Control","hh_26_",-0.109967368054653
"010A3","010A0242","Control","hh_27_",0.294869035707985
"010A3","010A0242","Control","hh_30_",-1.40076880530872
"010A3","010A0242","Control","hh_35_",0.818769028646548
"010A2","010A0212","Control","hh_15_2",0.837652868739311
"010A2","010A0212","Control","hh_26_",1.10129703930897
"010A2","010A0212","Control","hh_27_",-1.30543616494137
"010A2","010A0212","Control","hh_30_",-0.557274897395854
"010A2","010A0212","Control","hh_35_",0.90062140985482
"010A4","010A023","Control","hh_15_2",0.419946685184535
"010A4","010A023","Control","hh_26_",-0.744557082894124
"010A4","010A023","Control","hh_27_",-0.0342380839125103
"010A4","010A023","Control","hh_30_",0.887785796745041
"010A4","010A023","Control","hh_35_",-1.39152438432007
"010A4","010A0218","Control","hh_15_2",0.249134894326169
"010A4","010A0218","Control","hh_26_",-1.66431475904835
"010A4","010A0218","Control","hh_27_",-1.35540156962598
"010A4","010A0218","Control","hh_30_",1.02539728747435
"010A4","010A0218","Control","hh_35_",-1.3914700425635
"010A2","010A0250","Control","hh_15_2",-1.71985752968914
"010A2","010A0250","Control","hh_26_",-0.885423059794125
"010A2","010A0250","Control","hh_27_",-1.50874877414163
"010A2","010A0250","Control","hh_30_",0.13350383583204
"010A2","010A0250","Control","hh_35_",-0.660418275650515
"010A5","010A0247","Control","hh_15_2",0.60611581114293
"010A5","010A0247","Control","hh_26_",0.218462284657009
"010A5","010A0247","Control","hh_27_",-0.816991649571076
"010A5","010A0247","Control","hh_30_",-0.498945904208174
"010A5","010A0247","Control","hh_35_",0.0475052122266901
"010A4","010A0265","Control","hh_15_2",-0.757824206815464
"010A4","010A0265","Control","hh_26_",-0.866476915722903
"010A4","010A0265","Control","hh_27_",1.48119121030665
"010A4","010A0265","Control","hh_30_",-0.360459283343044
"010A4","010A0265","Control","hh_35_",1.11375369288814
"010A5","010A028","Control","hh_15_2",0.181759229278119
"010A5","010A028","Control","hh_26_",0.525354818476079
"010A5","010A028","Control","hh_27_",-0.981060507060088
"010A5","010A028","Control","hh_30_",-0.00199559059770632
"010A5","010A028","Control","hh_35_",-0.119282270322366
"010A4","010A0230","Control","hh_15_2",-1.42522508666897
"010A4","010A0230","Control","hh_26_",-0.487111820183895
"010A4","010A0230","Control","hh_27_",-0.266866770141396
"010A4","010A0230","Control","hh_30_",0.233189375811659
"010A4","010A0230","Control","hh_35_",-0.405856044272776
"010A2","010A0220","Control","hh_15_2",0.706107478503829
"010A2","010A0220","Control","hh_26_",0.639357313564677
"010A2","010A0220","Control","hh_27_",-2.0441784914676
"010A2","010A0220","Control","hh_30_",-1.15016343765497
"010A2","010A0220","Control","hh_35_",-1.51708307527171
"010A2","010A0251","Control","hh_15_2",-0.369165020105106
"010A2","010A0251","Control","hh_26_",1.83960443024497
"010A2","010A0251","Control","hh_27_",0.333074648209443
"010A2","010A0251","Control","hh_30_",-1.26507835879206
"010A2","010A0251","Control","hh_35_",0.4382787181943
"010A3","010A0234","Control","hh_15_2",-0.342766342258441
"010A3","010A0234","Control","hh_26_",0.139121094540015
"010A3","010A0234","Control","hh_27_",0.125063695957442
"010A3","010A0234","Control","hh_30_",-1.53254731506413
"010A3","010A0234","Control","hh_35_",1.26661115470569
"010A1","010A0264","Control","hh_15_2",0.934359995365983
"010A1","010A0264","Control","hh_26_",-0.425152991095695
"010A1","010A0264","Control","hh_27_",-1.48439241903589
"010A1","010A0264","Control","hh_30_",-1.60096575140213
"010A1","010A0264","Control","hh_35_",0.926501420034343
"010A5","010A0221","Control","hh_15_2",0.899949915945504
"010A5","010A0221","Control","hh_26_",-0.668239882228997
"010A5","010A0221","Control","hh_27_",0.4778831419404
"010A5","010A0221","Control","hh_30_",0.447563005368693
"010A5","010A0221","Control","hh_35_",1.6738920050476
"010A2","010A0252","Control","hh_15_2",0.523135970502393
"010A2","010A0252","Control","hh_26_",1.93253557132683
"010A2","010A0252","Control","hh_27_",0.250014044649404
"010A2","010A0252","Control","hh_30_",0.7476524946914
"010A2","010A0252","Control","hh_35_",1.00108017212657
"010A2","010A0283","Control","hh_15_2",-0.0781384935724291
"010A2","010A0283","Control","hh_26_",2.11913524275762
"010A2","010A0283","Control","hh_27_",0.72626403733793
"010A2","010A0283","Control","hh_30_",1.25580447199201
"010A2","010A0283","Control","hh_35_",0.330099569916246
"010A2","010A0282","Control","hh_15_2",1.29199482503989
"010A2","010A0282","Control","hh_26_",-0.00267115704068799
"010A2","010A0282","Control","hh_27_",0.775425387311477
"010A2","010A0282","Control","hh_30_",0.566817595139591
"010A2","010A0282","Control","hh_35_",1.23452699615306
"010A4","010A0240","Control","hh_15_2",0.464898427807736
"010A4","010A0240","Control","hh_26_",0.179022875020914
"010A4","010A0240","Control","hh_27_",-0.539390825053753
"010A4","010A0240","Control","hh_30_",-0.957745647560947
"010A4","010A0240","Control","hh_35_",-1.20209322389685
"010A3","010A0224","Control","hh_15_2",0.861230644912415
"010A3","010A0224","Control","hh_26_",-1.33934364259872
"010A3","010A0224","Control","hh_27_",0.624484630638997
"010A3","010A0224","Control","hh_30_",-0.592946732112165
"010A3","010A0224","Control","hh_35_",1.02376258342301
"010A5","010A0242","Control","hh_15_2",0.860530246429129
"010A5","010A0242","Control","hh_26_",-0.663122032063043
"010A5","010A0242","Control","hh_27_",-0.435484410983272
"010A5","010A0242","Control","hh_30_",-0.934662738095391
"010A5","010A0242","Control","hh_35_",-1.91427618040944
"010A2","010A0229","Control","hh_15_2",0.998889996725343
"010A2","010A0229","Control","hh_26_",0.294894763542056
"010A2","010A0229","Control","hh_27_",1.44210939129309
"010A2","010A0229","Control","hh_30_",0.14103671371068
"010A2","010A0229","Control","hh_35_",2.26648199971525
"010A2","010A0234","Control","hh_15_2",-0.659793751472043
"010A2","010A0234","Control","hh_26_",-0.32050032786231
"010A2","010A0234","Control","hh_27_",-1.09601247728099
"010A2","010A0234","Control","hh_30_",1.29504788728898
"010A2","010A0234","Control","hh_35_",0.0800411906624771
"010A2","010A0222","Control","hh_15_2",1.51487851482467
"010A2","010A0222","Control","hh_26_",-0.267573477056129
"010A2","010A0222","Control","hh_27_",1.19266426557633
"010A2","010A0222","Control","hh_30_",1.592170636219
"010A2","010A0222","Control","hh_35_",-0.996381639313001
"010A5","010A024","Control","hh_15_2",-1.0139292304642
"010A5","010A024","Control","hh_26_",0.391662626781492
"010A5","010A024","Control","hh_27_",-0.194528696910157
"010A5","010A024","Control","hh_30_",0.305605683728983
"010A5","010A024","Control","hh_35_",0.193761063388583
"010A1","010A0287","Control","hh_15_2",-0.344899980483345
"010A1","010A0287","Control","hh_26_",-1.1974481593081
"010A1","010A0287","Control","hh_27_",-0.961515163325404
"010A1","010A0287","Control","hh_30_",-1.55092860238401
"010A1","010A0287","Control","hh_35_",-0.0195802560252944
"010A1","010A0217","Control","hh_15_2",0.594260864047984
"010A1","010A0217","Control","hh_26_",1.17212728259022
"010A1","010A0217","Control","hh_27_",-0.690283390436669
"010A1","010A0217","Control","hh_30_",0.698759252010994
"010A1","010A0217","Control","hh_35_",-1.37973907192068
"010A4","010A0220","Control","hh_15_2",-0.543122753673681
"010A4","010A0220","Control","hh_26_",0.382939348840196
"010A4","010A0220","Control","hh_27_",-1.48271787047473
"010A4","010A0220","Control","hh_30_",0.554320641333773
"010A4","010A0220","Control","hh_35_",-0.424828552765101
"010A5","010A0251","Control","hh_15_2",-0.745350784337766
"010A5","010A0251","Control","hh_26_",-0.874050975075323
"010A5","010A0251","Control","hh_27_",0.00463638291292765
"010A5","010A0251","Control","hh_30_",0.350713511385919
"010A5","010A0251","Control","hh_35_",0.487663155292831
"010A2","010A0239","Control","hh_15_2",-1.05090888557528
"010A2","010A0239","Control","hh_26_",-0.642047719113126
"010A2","010A0239","Control","hh_27_",-0.640478769746052
"010A2","010A0239","Control","hh_30_",0.627576356692116
"010A2","010A0239","Control","hh_35_",0.625887204670152
"010A1","010A029","Control","hh_15_2",2.12818856295112
"010A1","010A029","Control","hh_26_",0.726323890838003
"010A1","010A029","Control","hh_27_",-0.625238757724108
"010A1","010A029","Control","hh_30_",-0.742389293907198
"010A1","010A029","Control","hh_35_",1.6625528559755
"010A5","010A0263","Control","hh_15_2",-0.154789550659595
"010A5","010A0263","Control","hh_26_",1.22163397037196
"010A5","010A0263","Control","hh_27_",0.626240690387105
"010A5","010A0263","Control","hh_30_",1.00635784662045
"010A5","010A0263","Control","hh_35_",-0.348569602922991
"010A4","010A0262","Control","hh_15_2",-1.15134811690256
"010A4","010A0262","Control","hh_26_",0.448878154253182
"010A4","010A0262","Control","hh_27_",0.844916316374624
"010A4","010A0262","Control","hh_30_",0.430943951243976
"010A4","010A0262","Control","hh_35_",1.66638346287584
"010A4","010A0219","Control","hh_15_2",0.0661672901315304
"010A4","010A0219","Control","hh_26_",-1.11826177076019
"010A4","010A0219","Control","hh_27_",0.48524772207913
"010A4","010A0219","Control","hh_30_",-0.202024063887301
"010A4","010A0219","Control","hh_35_",1.03566700725105
"010A1","010A0221","Control","hh_15_2",-0.571400033819476
"010A1","010A0221","Control","hh_26_",-0.765660420624145
"010A1","010A0221","Control","hh_27_",-1.54745197440888
"010A1","010A0221","Control","hh_30_",-1.29130142473186
"010A1","010A0221","Control","hh_35_",-1.17131344420387
"010A3","010A0263","Control","hh_15_2",-2.34047887551163
"010A3","010A0263","Control","hh_26_",0.697402398491094
"010A3","010A0263","Control","hh_27_",0.763674205907274
"010A3","010A0263","Control","hh_30_",-0.985941931773877
"010A3","010A0263","Control","hh_35_",-0.151333302809094
"010A3","010A0281","Control","hh_15_2",0.497548569525616
"010A3","010A0281","Control","hh_26_",0.840360357458735
"010A3","010A0281","Control","hh_27_",0.410687111031478
"010A3","010A0281","Control","hh_30_",0.435146702508493
"010A3","010A0281","Control","hh_35_",0.196469868333917
"010A5","010A0298","Control","hh_15_2",-1.03333042875738
"010A5","010A0298","Control","hh_26_",0.180129199014119
"010A5","010A0298","Control","hh_27_",1.00004992142091
"010A5","010A0298","Control","hh_30_",-0.688363566247664
"010A5","010A0298","Control","hh_35_",1.02005114826454
"010A5","010A027","Control","hh_15_2",0.516925936599692
"010A5","010A027","Control","hh_26_",0.184234461863472
"010A5","010A027","Control","hh_27_",-0.00687298411427886
"010A5","010A027","Control","hh_30_",1.73577211175443
"010A5","010A027","Control","hh_35_",0.082427668738504
"010A4","010A0249","Control","hh_15_2",-0.704032693930849
"010A4","010A0249","Control","hh_26_",0.413983055411026
"010A4","010A0249","Control","hh_27_",-0.582101946447899
"010A4","010A0249","Control","hh_30_",-0.753883502900623
"010A4","010A0249","Control","hh_35_",-1.90337281181291
"010A5","010A0268","Control","hh_15_2",0.308242065693031
"010A5","010A0268","Control","hh_26_",-0.405180809419341
"010A5","010A0268","Control","hh_27_",0.718920096205964
"010A5","010A0268","Control","hh_30_",-0.756138815741843
"010A5","010A0268","Control","hh_35_",-0.00827394562861083
"010A4","010A0245","Control","hh_15_2",-0.169302937010406
"010A4","010A0245","Control","hh_26_",0.316555840187851
"010A4","010A0245","Control","hh_27_",-0.529952584101245
"010A4","010A0245","Control","hh_30_",1.01021841131428
"010A4","010A0245","Control","hh_35_",0.0117848132792773
"010A2","010A0265","Control","hh_15_2",1.97109675772691
"010A2","010A0265","Control","hh_26_",2.60875920004453
"010A2","010A0265","Control","hh_27_",0.711149414910681
"010A2","010A0265","Control","hh_30_",-0.933695984442132
"010A2","010A0265","Control","hh_35_",-0.0506749292064937
"010A2","010A0292","Control","hh_15_2",-0.452630802374643
"010A2","010A0292","Control","hh_26_",1.48333678625558
"010A2","010A0292","Control","hh_27_",1.38204297544116
"010A2","010A0292","Control","hh_30_",-0.512487033427356
"010A2","010A0292","Control","hh_35_",-0.0438138847197621
"010A1","010A0281","Control","hh_15_2",-1.09104043268612
"010A1","010A0281","Control","hh_26_",0.853451023446903
"010A1","010A0281","Control","hh_27_",0.563230035857028
"010A1","010A0281","Control","hh_30_",1.25629081110196
"010A1","010A0281","Control","hh_35_",-1.10396040370884
"010A2","010A0236","Control","hh_15_2",0.366663714801251
"010A2","010A0236","Control","hh_26_",-0.516069979388716
"010A2","010A0236","Control","hh_27_",0.91428428337122
"010A2","010A0236","Control","hh_30_",1.30778860479992
"010A2","010A0236","Control","hh_35_",-0.838963394934069
"010A5","010A0257","Control","hh_15_2",0.402567445548634
"010A5","010A0257","Control","hh_26_",-1.09059921239147
"010A5","010A0257","Control","hh_27_",0.548399517196908
"010A5","010A0257","Control","hh_30_",-1.37734272848774
"010A5","010A0257","Control","hh_35_",2.17899189598052
"010A5","010A0234","Control","hh_15_2",2.2640420249157
"010A5","010A0234","Control","hh_26_",0.892481610091029
"010A5","010A0234","Control","hh_27_",-0.0564488395068436
"010A5","010A0234","Control","hh_30_",0.6623413692387
"010A5","010A0234","Control","hh_35_",-0.78634754793994
"010A4","010A0227","Control","hh_15_2",-1.57442175304879
"010A4","010A0227","Control","hh_26_",0.310874051044416
"010A4","010A0227","Control","hh_27_",-2.51829139109263
"010A4","010A0227","Control","hh_30_",-0.877872477016629
"010A4","010A0227","Control","hh_35_",-0.25969747064056
"010A1","010A0293","Control","hh_15_2",1.22571401548266
"010A1","010A0293","Control","hh_26_",0.938000291163749
"010A1","010A0293","Control","hh_27_",0.766054639939597
"010A1","010A0293","Control","hh_30_",-0.748508051788698
"010A1","010A0293","Control","hh_35_",1.2388957678652
"010A4","010A0226","Control","hh_15_2",-0.169632288961075
"010A4","010A0226","Control","hh_26_",1.60331976703024
"010A4","010A0226","Control","hh_27_",-1.38505365651707
"010A4","010A0226","Control","hh_30_",-0.354183187247905
"010A4","010A0226","Control","hh_35_",-0.00163202119006995
"010A2","010A0257","Control","hh_15_2",0.596080469170588
"010A2","010A0257","Control","hh_26_",-0.480439453674378
"010A2","010A0257","Control","hh_27_",0.46622524539987
"010A2","010A0257","Control","hh_30_",-2.06658132516899
"010A2","010A0257","Control","hh_35_",-0.448024554783029
"010A2","010A0285","Control","hh_15_2",-0.371688827763805
"010A2","010A0285","Control","hh_26_",0.214663638296237
"010A2","010A0285","Control","hh_27_",-0.64657040576356
"010A2","010A0285","Control","hh_30_",-1.17865215943876
"010A2","010A0285","Control","hh_35_",0.181937607228803
"010A3","010A0235","Control","hh_15_2",0.186619326022144
"010A3","010A0235","Control","hh_26_",-1.26531611982735
"010A3","010A0235","Control","hh_27_",-1.20975273029628
"010A3","010A0235","Control","hh_30_",-0.256061901740592
"010A3","010A0235","Control","hh_35_",-0.036373286788934
"010A5","010A0258","Control","hh_15_2",0.988560967485261
"010A5","010A0258","Control","hh_26_",0.422093433323588
"010A5","010A0258","Control","hh_27_",1.68240229673938
"010A5","010A0258","Control","hh_30_",0.214723165194139
"010A5","010A0258","Control","hh_35_",1.35222674794966
"010A5","010A0213","Control","hh_15_2",-1.49425433609564
"010A5","010A0213","Control","hh_26_",-0.964946134227434
"010A5","010A0213","Control","hh_27_",-0.96083489183635
"010A5","010A0213","Control","hh_30_",-1.76803443380061
"010A5","010A0213","Control","hh_35_",0.286674347508583
"010A3","010A0298","Control","hh_15_2",-1.99487774592344
"010A3","010A0298","Control","hh_26_",0.888606449684523
"010A3","010A0298","Control","hh_27_",0.0742059456719224
"010A3","010A0298","Control","hh_30_",0.44439678273333
"010A3","010A0298","Control","hh_35_",0.155193024923878
"010A4","010A02100","Control","hh_15_2",1.49903836079639
"010A4","010A02100","Control","hh_26_",0.329162268053257
"010A4","010A02100","Control","hh_27_",0.479178749498632
"010A4","010A02100","Control","hh_30_",-1.82780864126634
"010A4","010A02100","Control","hh_35_",0.858409754411893
"010A5","010A0241","Control","hh_15_2",-0.267367634114876
"010A5","010A0241","Control","hh_26_",-2.01548711003329
"010A5","010A0241","Control","hh_27_",0.189081598443259
"010A5","010A0241","Control","hh_30_",0.234916925467372
"010A5","010A0241","Control","hh_35_",0.681542578044589
"010A1","010A0243","Control","hh_15_2",0.610251424897193
"010A1","010A0243","Control","hh_26_",0.560115701504984
"010A1","010A0243","Control","hh_27_",1.98591690603619
"010A1","010A0243","Control","hh_30_",1.61904718696172
"010A1","010A0243","Control","hh_35_",0.186894229696468
"010A4","010A0292","Control","hh_15_2",-0.14143680831397
"010A4","010A0292","Control","hh_26_",-0.746802734968871
"010A4","010A0292","Control","hh_27_",0.965741206921792
"010A4","010A0292","Control","hh_30_",-0.879028425052573
"010A4","010A0292","Control","hh_35_",-0.0980320233658946
"010A1","010A0210","Control","hh_15_2",1.01934525528357
"010A1","010A0210","Control","hh_26_",-0.121652143542938
"010A1","010A0210","Control","hh_27_",0.456449188568739
"010A1","010A0210","Control","hh_30_",1.741749271634
"010A1","010A0210","Control","hh_35_",2.06111449309497
"010A1","010A0296","Control","hh_15_2",1.37866235764351
"010A1","010A0296","Control","hh_26_",1.79192706150007
"010A1","010A0296","Control","hh_27_",-0.855786889150887
"010A1","010A0296","Control","hh_30_",-0.233607728376625
"010A1","010A0296","Control","hh_35_",2.30138079060378
"010A5","010A0227","Control","hh_15_2",0.85714168916303
"010A5","010A0227","Control","hh_26_",0.907279218644491
"010A5","010A0227","Control","hh_27_",1.25381215804501
"010A5","010A0227","Control","hh_30_",0.723843849805327
"010A5","010A0227","Control","hh_35_",1.67897142217373
"010A3","010A0297","Control","hh_15_2",-0.677468906466246
"010A3","010A0297","Control","hh_26_",-0.381682465504282
"010A3","010A0297","Control","hh_27_",-0.484123789920007
"010A3","010A0297","Control","hh_30_",-0.541259501547964
"010A3","010A0297","Control","hh_35_",-0.19961802237047
"010A1","010A0265","Control","hh_15_2",1.64693112256561
"010A1","010A0265","Control","hh_26_",-0.879529025918929
"010A1","010A0265","Control","hh_27_",0.449303125427373
"010A1","010A0265","Control","hh_30_",1.83446762522252
"010A1","010A0265","Control","hh_35_",-1.78806174370368
"010A2","010A0278","Control","hh_15_2",0.902497378272283
"010A2","010A0278","Control","hh_26_",-1.00885886110328
"010A2","010A0278","Control","hh_27_",1.4325154586062
"010A2","010A0278","Control","hh_30_",0.801678860984581
"010A2","010A0278","Control","hh_35_",0.372175475412209
"010A5","010A0258","Control","hh_15_2",-0.10378641308259
"010A5","010A0258","Control","hh_26_",-1.83286857928085
"010A5","010A0258","Control","hh_27_",-0.884600784054742
"010A5","010A0258","Control","hh_30_",-0.839361143099957
"010A5","010A0258","Control","hh_35_",1.26043797644631
"010A1","010A0296","Control","hh_15_2",-0.224633798564702
"010A1","010A0296","Control","hh_26_",-0.174565203851628
"010A1","010A0296","Control","hh_27_",-0.711998399326514
"010A1","010A0296","Control","hh_30_",-0.0233206874135835
"010A1","010A0296","Control","hh_35_",-1.88801618476237
"010A5","010A0228","Control","hh_15_2",0.93283903718257
"010A5","010A0228","Control","hh_26_",0.728237858394781
"010A5","010A0228","Control","hh_27_",1.39033611269749
"010A5","010A0228","Control","hh_30_",-0.200386189087508
"010A5","010A0228","Control","hh_35_",0.833431587103739
"010A5","010A0232","Control","hh_15_2",-1.20909421276584
"010A5","010A0232","Control","hh_26_",0.742693977801938
"010A5","010A0232","Control","hh_27_",0.322780878755049
"010A5","010A0232","Control","hh_30_",1.11054843650681
"010A5","010A0232","Control","hh_35_",1.02236653831199
"010A1","010A0230","Treatment1","hh_15_2",-0.642789588951217
"010A1","010A0230","Treatment1","hh_26_",0.540708962801071
"010A1","010A0230","Treatment1","hh_27_",0.200065173105038
"010A1","010A0230","Treatment1","hh_30_",1.45011989270241
